# BEAST v10.5.0
# Generated Tue Feb 24 11:39:40 PST 2026 [seed=666]
# -seed 666 -overwrite /Users/perry/Desktop/phylogenetics/RABV_experimental.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	tmrca(untitled0)	age(untitled0)	constant.popSize	CP1+2.kappa	CP3.kappa	CP1+2.alpha	CP3.alpha	CP1+2.nu	CP3.nu	CP1+2.mu	CP3.mu	default.ucld.mean	default.ucld.stdev	geo_attr.clock.rate	default.meanRate	default.coefficientOfVariation	default.covariance	geo_attr.meanRate	geo_attr.rates1	geo_attr.rates2	geo_attr.rates3	geo_attr.rates4	geo_attr.rates5	geo_attr.rates6	geo_attr.rates7	geo_attr.rates8	geo_attr.rates9	geo_attr.rates10	geo_attr.rates11	geo_attr.rates12	geo_attr.rates13	geo_attr.rates14	geo_attr.rates15	geo_attr.rates16	geo_attr.rates17	geo_attr.rates18	geo_attr.rates19	geo_attr.rates20	geo_attr.rates21	geo_attr.rates22	geo_attr.rates23	geo_attr.rates24	geo_attr.rates25	geo_attr.rates26	geo_attr.rates27	geo_attr.rates28	geo_attr.rates29	geo_attr.rates30	geo_attr.rates31	geo_attr.rates32	geo_attr.rates33	geo_attr.rates34	geo_attr.rates35	geo_attr.rates36	geo_attr.rates37	geo_attr.rates38	geo_attr.rates39	geo_attr.rates40	geo_attr.rates41	geo_attr.rates42	geo_attr.rates43	geo_attr.rates44	geo_attr.rates45	geo_attr.rates46	geo_attr.rates47	geo_attr.rates48	geo_attr.rates49	geo_attr.rates50	geo_attr.rates51	geo_attr.rates52	geo_attr.rates53	geo_attr.rates54	geo_attr.rates55	geo_attr.rates56	geo_attr.rates57	geo_attr.rates58	geo_attr.rates59	geo_attr.rates60	geo_attr.rates61	geo_attr.rates62	geo_attr.rates63	geo_attr.rates64	geo_attr.rates65	geo_attr.rates66	geo_attr.rates67	geo_attr.rates68	geo_attr.rates69	geo_attr.rates70	geo_attr.rates71	geo_attr.rates72	geo_attr.rates73	geo_attr.rates74	geo_attr.rates75	geo_attr.rates76	geo_attr.rates77	geo_attr.rates78	geo_attr.rates79	geo_attr.rates80	geo_attr.rates81	geo_attr.rates82	geo_attr.rates83	geo_attr.rates84	geo_attr.rates85	geo_attr.rates86	geo_attr.rates87	geo_attr.rates88	geo_attr.rates89	geo_attr.rates90	geo_attr.rates91	geo_attr.rates92	geo_attr.rates93	geo_attr.rates94	geo_attr.rates95	geo_attr.rates96	geo_attr.rates97	geo_attr.rates98	geo_attr.rates99	geo_attr.rates100	geo_attr.rates101	geo_attr.rates102	geo_attr.rates103	geo_attr.rates104	geo_attr.rates105	geo_attr.rates106	geo_attr.rates107	geo_attr.rates108	geo_attr.rates109	geo_attr.rates110	geo_attr.rates111	geo_attr.rates112	geo_attr.rates113	geo_attr.rates114	geo_attr.rates115	geo_attr.rates116	geo_attr.rates117	geo_attr.rates118	geo_attr.rates119	geo_attr.rates120	geo_attr.rates121	geo_attr.rates122	geo_attr.rates123	geo_attr.rates124	geo_attr.rates125	geo_attr.rates126	geo_attr.rates127	geo_attr.rates128	geo_attr.rates129	geo_attr.rates130	geo_attr.rates131	geo_attr.rates132	geo_attr.rates133	geo_attr.rates134	geo_attr.rates135	geo_attr.rates136	geo_attr.rates137	geo_attr.rates138	geo_attr.rates139	geo_attr.rates140	geo_attr.rates141	geo_attr.rates142	geo_attr.rates143	geo_attr.rates144	geo_attr.rates145	geo_attr.rates146	geo_attr.rates147	geo_attr.rates148	geo_attr.rates149	geo_attr.rates150	geo_attr.rates151	geo_attr.rates152	geo_attr.rates153	geo_attr.rates154	geo_attr.rates155	geo_attr.rates156	age(02025SEN/2001)	age(07008SEN/2003)	age(07009SEN/2003)	age(07011SEN/2004)	age(07014SEN/2004)	age(07017SEN/2006)	age(07018SEN/1995)	age(07019SEN/1996)	age(07020SEN/2002)	age(07021SEN/2004)	age(07022SEN/2005)	age(07023SEN/2005)	age(07024SEN/2005)	age(07027SEN/2006)	age(07028SEN/2006)	age(07029SEN/2006)	age(07149RCA/2004)	age(07197SEN/1995)	age(07207SEN/1997)	age(07208SL/1997)	age(07209SEN/2007)	age(07211MAL/2007)	age(07213MAL/2007)	age(07214MAL/2007)	age(07217MAL/2007)	age(07220MAL/2007)	age(07221MAL/2007)	age(07222MAL/2007)	age(07225MAL/2007)	age(07226MAL/2007)	age(07227MAL/2006)	age(07232MAL/2006)	age(07233MAL/2006)	age(07235MAL/2006)	age(07238MAL/2006)	age(139BF/2007)	age(28BF/2007)	age(36BF/2007)	age(49BF/2007)	age(07059IC/2007)	age(8697BEN/1986)	age(8718NIG/1987)	age(8801CAM/1987)	age(8804CAM/1988)	age(8805CAM/1988)	age(8911IC/1989)	age(8912IC/1989)	age(8913IC/1989)	age(9003IC/1990)	age(9021TCH/1990)	age(9024GUI/1990)	age(9026IC/1990)	age(9120MAU/1991)	age(9131MAU/1991)	age(9132MAU/1991)	age(9133MAU/1991)	age(9136MAU/1991)	age(9218TCH/1992)	age(9237IC/1992)	age(9238IC/1992)	age(9239IC/1992)	age(9303SEN/1991)	age(9311MAU/1993)	age(9312MAU/1993)	age(9314MAU/1993)	age(9361GUI/1993)	age(9421MAU/1994)	age(9609TCH/1996)	age(Burkina-124/2007)	age(Burkina-137/2007)	age(Burkina-144/2007)	age(Burkina-19/2007)	age(Burkina-20/2007)	age(Burkina-21/2007)	age(Burkina-70/2007)	age(Mauritania-1920/05/2005)	age(Mauritania-1922/05/2005)	age(Mauritania-1923/05/2005)	age(Mauritania-1929/06/2006)	age(Mauritania-1941/06/2007)	age(Mauritania-2019/06/2006)	age(Mauritania-2049/07/2007)	age(Niger-246/2007)	age(Niger-247/2007)	age(Niger-251/2007)	age(Niger-252/2007)	age(8636HAV/1995)	age(8659GUI/1986)	age(8660GUI/1986)	age(8689MAU/1986)	age(8731TCH/1987)	age(8732TCH/1987)	age(8733TCH/1987)	age(9009NIG/1990)	age(9010NIG/1990)	age(9011NIG/1990)	age(9012NIG/1990)	age(9013NIG/1990)	age(9014NIG/1990)	age(9547HAV/1995)	age(Burkina-37/2007)	default.treeLikelihood	default.branchRates	geo_attr.branchRates	geo_attr.treeLikelihood	coalescent
0	-56137.85733671962	-24599.943344722673	-31537.91399199695	21.774718505989668	1985.2252814940102	67.66093227053423	21.774718505989668	1985.2252814940102	1.0	2.0	2.0	0.5	0.5	0.5	0.5	0.75	1.5	0.001	0.3333333333333333	0.001	1.8399880234778242E-4	4.777784862249226	-0.03815613850799372	0.001	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	4.0	4.0	3.0	3.0	1.0	12.0	11.0	5.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	3.0	12.0	10.0	10.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	1.0	1.0	1.0	1.0	1.0	-0.0	-0.0	-0.0	-0.0	-0.0	21.0	20.0	20.0	19.0	19.0	18.0	18.0	18.0	17.0	17.0	17.0	17.0	16.0	16.0	16.0	16.0	16.0	15.0	15.0	15.0	15.0	16.0	14.0	14.0	14.0	14.0	13.0	11.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	2.0	2.0	2.0	1.0	-0.0	1.0	-0.0	-0.0	-0.0	-0.0	-0.0	12.0	21.0	21.0	21.0	20.0	20.0	20.0	17.0	17.0	17.0	17.0	17.0	17.0	12.0	-0.0	-30998.075346670495	-1059.6634733096073	0.0	-539.8386453264535	-126.85174458501172
1000	-42495.25702929996	-25329.184248469388	-17166.07278083057	26.669877547123917	1980.3301224528761	266.1519753856553	26.669877547123917	1980.3301224528761	1.8195676691838545	4.313253159400411	2.0253724288969828	0.5	0.49143019887788564	0.5	0.5	0.75	1.5	0.0016273913674275814	0.1244730743197787	0.003732289075268663	5.399316737366673E-4	4.2105044133372065	-0.03948656815693764	0.0037322890752686604	0.8840332592613979	1.2172465392042886	0.9130340888096753	1.3259274361760993	0.9780486514798621	1.1049890911118703	1.0158617195937278	1.041949836544731	1.1069452422292398	0.8118112742032787	1.041178403972007	1.2192253285598458	1.3190810279400935	1.2815860322765946	1.205215018896774	1.2813846640695732	1.3288971130937617	0.8512473421575405	0.7767435875614763	0.8900245041623083	1.1915901049631936	0.7865275263542493	1.0891372941666537	1.0149629313273192	0.8931137999816461	0.8372860152146108	1.0433868998527935	0.8459032858762026	1.0805220811492011	0.9171961173843809	0.879254182058592	0.8864977140802544	1.3259829133145369	1.0117708885656636	1.0619401993362896	0.8280882592013802	1.0697623287537898	1.2753798280386983	0.8214802347394108	1.1830367080628872	1.184394517811704	1.0165673495174636	0.8532673832312074	0.7871495484688267	0.8886866717590787	0.9574475845828659	1.200484143061408	0.7682968351733186	0.8826701023440324	0.7668367859027784	1.0332107260828176	0.9730086103755147	1.0908097274673212	0.9262287754762443	1.2592159034223864	0.9351526654246943	0.8559310217118666	1.06355027913353	0.777685979651399	1.1163470705932248	1.124139276274042	0.9142532448305333	0.767385009693787	1.1172435656748947	0.8838526427473526	1.3274828857859051	1.149786680847646	1.2595402568625098	0.9725624030789556	0.9514178059030975	1.081144364788341	1.0847160453365121	1.2195645426972845	1.0318268193696678	1.2497813217135871	1.0247206966270954	0.7939052275708498	1.1246730902094524	1.257876535549629	0.8691287209246792	0.8848024431993571	1.1974804518279512	1.3115078721968674	0.8829993087828415	0.7691805177630169	0.8853481774833909	0.938392288720992	0.8000390936507217	1.068338880588107	0.9345873585424519	0.7784297726393494	1.0388904475704497	1.2368379339117246	0.9160468495783811	1.2707422603155307	1.1476804524300919	0.840287812383006	1.2041777359730703	1.0223212602891447	1.1258662946761389	1.2406121183877632	1.1347375508472823	1.0778857302756704	1.0125522644518856	0.9564895027136925	1.2680135325087516	0.964850461524703	0.8400655373555397	1.0679529595653903	0.8649771715976772	0.9471319835036429	1.2197239223129301	1.0988439162731531	0.7610049864542172	1.1816912097027867	1.1248515232102863	0.7932009530202306	0.8430109319449004	1.2791446538994986	0.8761531925763452	1.0286191719278415	1.0329643604539558	0.7829605528294693	1.2421380358650564	1.0295198640874956	1.1434363194284565	0.7591310457346636	1.1885006975468297	0.9834655865454799	1.2440044494502556	1.1267252006003943	0.7695236259320866	1.273475698502181	1.0968908982560812	1.0860501908183708	1.1860081311939035	1.2431865411193528	1.0180193010898433	0.9922385276576517	0.9817866311542294	0.7898626862327686	1.305163614598905	1.0932337535786998	1.2887567857549291	1.0315376339202824	1.1409510924456994	0.9036506369654522	0.8042594500933745	0.8355434010779315	0.9944700580182396	1.235736676063029	0.8181607753053547	0.9877226534419974	1.0807807645551992	1.0307545956316457	1.2997598878441274	3.7401629024231235	4.491783219698819	4.0039929284485165	3.310568403455254	3.1171657809650886	1.2993475177479474	12.0	10.348050461132797	4.710741187219134	3.350920268412107	2.3044252804763374	0.4179856513167523	2.0706063443200087	1.1051731721788118	0.1590910543266615	1.0	1.3732436740820066	12.390002997423291	10.000238891244297	1.1831397984231078	-0.0	0.4314951265661849	-0.0	-0.0	0.3201698671885811	0.07835893588555633	-0.0	-0.0	-0.0	0.0022307574937235927	0.8517270350048558	1.5897125809838089	1.2361390813554691	0.9376779083744384	0.024579090693188473	0.013262171330456722	0.34987606718030595	0.030253922183237206	-0.0	0.024240766213222357	21.597446507761173	19.510138458491518	20.0	19.0	18.532983018467963	20.81084638560461	18.662366096871178	18.0	19.61409040536572	11.063284240139339	7.174370643575707	11.535460321573273	16.0	16.0	16.62653430123628	16.0	15.285991430167552	15.0	15.0	15.0	13.39709029022465	14.696068118874313	14.09353257779888	15.201620464600179	14.0	2.1592529539100056	13.0	2.7096432691409893	2.0341794919092948E-4	-0.0	-0.0	0.5704338265404412	1.1443359097226842	-0.0	0.12598941752931903	2.2256854672184727	2.0	2.528558353625928	1.2331949041911243	-0.0	1.01951751167067	2.469472571139299E-4	0.13450445424325455	-0.0	0.00538995916286374	-0.0	9.511380422156014	21.0	20.68664920671107	21.0	20.0	22.536094437956148	20.0	18.321271914936773	16.89507053939444	18.11259711099553	18.360029113249347	14.029454416359371	17.0	7.77611933032129	0.07144598402876684	-16831.79381452436	-1059.6634733096073	0.0	-334.27896630621154	-849.6620995592294
2000	-39878.499648977595	-25166.97112930983	-14711.528519667763	27.607778697309655	1979.3922213026904	297.0812030099381	27.607778697309655	1979.3922213026904	2.9634726664932813	5.3485310094986795	2.0253724288969828	0.5	0.2999763263586691	0.4843603988818234	0.5156396011181766	0.7265405983227351	1.5469188033545298	0.0016535952929524784	0.10440810539839919	0.004833925519124523	6.782232806168861E-4	3.9883333723996173	-0.042654895736500734	0.004833925519124521	0.8840332592613979	1.2172465392042886	0.9130340888096753	1.3259274361760993	0.9780486514798621	1.1049890911118703	1.0158617195937278	1.041949836544731	1.1069452422292398	0.8118112742032787	1.041178403972007	1.2192253285598458	1.3190810279400935	1.2815860322765946	1.205215018896774	1.2813846640695732	1.3288971130937617	0.8512473421575405	0.7767435875614763	0.8900245041623083	1.1915901049631936	0.7865275263542493	1.0891372941666537	1.0149629313273192	0.8931137999816461	0.8372860152146108	1.0433868998527935	0.8459032858762026	1.0805220811492011	0.9171961173843809	0.879254182058592	0.8864977140802544	1.3259829133145369	1.0117708885656636	1.0619401993362896	0.8280882592013802	1.0697623287537898	1.2753798280386983	0.8214802347394108	1.1830367080628872	1.184394517811704	1.0165673495174636	0.8532673832312074	0.7871495484688267	0.8886866717590787	0.9574475845828659	1.200484143061408	0.7682968351733186	0.8826701023440324	0.7668367859027784	1.0332107260828176	0.9730086103755147	1.0908097274673212	0.9262287754762443	1.2592159034223864	0.9351526654246943	0.8559310217118666	1.06355027913353	0.777685979651399	1.1163470705932248	1.124139276274042	0.9142532448305333	0.767385009693787	1.1172435656748947	0.8838526427473526	1.3274828857859051	1.149786680847646	1.2595402568625098	0.9725624030789556	0.9514178059030975	1.081144364788341	1.0847160453365121	1.2195645426972845	1.0318268193696678	1.2497813217135871	1.0247206966270954	0.7939052275708498	1.1246730902094524	1.257876535549629	0.8691287209246792	0.8848024431993571	1.1974804518279512	1.3115078721968674	0.8829993087828415	0.7691805177630169	0.8853481774833909	0.938392288720992	0.8000390936507217	1.068338880588107	0.9345873585424519	0.7784297726393494	1.0388904475704497	1.2368379339117246	0.9160468495783811	1.2707422603155307	1.1476804524300919	0.840287812383006	1.2041777359730703	1.0223212602891447	1.1258662946761389	1.2406121183877632	1.1347375508472823	1.0778857302756704	1.0125522644518856	0.9564895027136925	1.2680135325087516	0.964850461524703	0.8400655373555397	1.0679529595653903	0.8649771715976772	0.9471319835036429	1.2197239223129301	1.0988439162731531	0.7610049864542172	1.1816912097027867	1.1248515232102863	0.7932009530202306	0.8430109319449004	1.2791446538994986	0.8761531925763452	1.0286191719278415	1.0329643604539558	0.7829605528294693	1.2421380358650564	1.0295198640874956	1.1434363194284565	0.7591310457346636	1.1885006975468297	0.9834655865454799	1.2440044494502556	1.1267252006003943	0.7695236259320866	1.273475698502181	1.0968908982560812	1.0860501908183708	1.1860081311939035	1.2431865411193528	1.0180193010898433	0.9922385276576517	0.9817866311542294	0.7898626862327686	1.305163614598905	1.0932337535786998	1.2887567857549291	1.0315376339202824	1.1409510924456994	0.9036506369654522	0.8042594500933745	0.8355434010779315	0.9944700580182396	1.235736676063029	0.8181607753053547	0.9877226534419974	1.0807807645551992	1.0307545956316457	1.2997598878441274	5.179595633573545	4.329511294086536	4.0039929284485165	2.2811596174243047	3.2143073072808024	2.2194823387029197	11.73098739379725	11.34716170205591	4.4216371728288495	3.350920268412107	2.288456076215777	0.1138217692931666	2.5125330791631324	1.4321383625660387	0.05311348411259348	1.0239735263963832	2.951707409721603	8.266497643408108	9.826100630604438	1.1831397984231078	-0.0	0.2453140718561396	-0.0	-0.0	1.2614697414055458	0.090649143004757	0.271172110513544	-0.0	0.06036390749744309	0.13026133458713257	0.020251903203973232	2.1510854282587246	0.8010568916423816	1.0707903953533555	0.024579090693188473	0.034788750768165025	0.21645541865482495	0.04143117626706758	-0.0	0.13250811630599532	19.26475370427542	19.510138458491518	20.74973209477668	19.0	17.786291907805648	20.81084638560461	18.662366096871178	18.905540020033065	19.61409040536572	6.709467667750411	2.269011326478926	11.89180887466993	17.495567025105142	18.010212790968488	16.62653430123628	16.0	16.664008221549462	16.008571684856133	15.0	15.288511516592859	12.168316761452413	14.696068118874313	14.09353257779888	14.07426033561387	14.083728386953243	2.1592529539100056	13.0	3.6611550953721825	0.5108777515025792	-0.0	0.11900993706013605	0.39009413453609654	0.3468488411105011	0.007169206882894598	0.06967578936987882	2.4630963420918413	2.0	2.528558353625928	0.48352786677704496	-0.0	1.215799189770617	2.469472571139299E-4	0.4409816301690431	-0.0	0.385528045617569	0.0025910432979820127	11.49570229509143	21.226045606490498	20.68664920671107	21.0	20.0	22.536094437956148	20.0	19.134976518001622	16.89507053939444	18.11259711099553	18.360029113249347	16.2468890903946	11.022703041357989	3.0608744672420185	0.031801023598462826	-14415.713053246374	-1059.6634733096073	0.0	-295.8154664213884	-686.5819592897983
3000	-36386.53254414466	-25018.177141804008	-11368.355402340658	29.19505417103813	1977.8049458289618	327.11421057806194	29.19505417103813	1977.8049458289618	5.389558591213521	5.3485310094986795	2.8919185849975317	0.4120002254791201	0.22512162043992645	0.45797486119996866	0.5420251388000314	0.6869622917999529	1.6260754164000943	0.004175887822955674	0.07483316308356601	0.006483768366704897	0.0018934295099085443	3.1483557813266945	-0.04825068238099878	0.006483768366704899	0.8840332592613979	1.2172465392042886	0.9130340888096753	1.3259274361760993	0.9780486514798621	1.1049890911118703	1.0158617195937278	1.041949836544731	1.1069452422292398	0.8118112742032787	1.041178403972007	1.2192253285598458	1.3190810279400935	1.2815860322765946	1.205215018896774	1.2813846640695732	1.3288971130937617	0.8512473421575405	0.7767435875614763	0.8900245041623083	1.1915901049631936	0.7865275263542493	1.0891372941666537	1.0149629313273192	0.8931137999816461	0.8372860152146108	1.0433868998527935	0.8459032858762026	1.0805220811492011	0.9171961173843809	0.879254182058592	0.8864977140802544	1.3259829133145369	1.0117708885656636	1.0619401993362896	0.8280882592013802	1.0697623287537898	1.2753798280386983	0.8214802347394108	1.1830367080628872	1.184394517811704	1.0165673495174636	0.8532673832312074	0.7871495484688267	0.8886866717590787	0.9574475845828659	1.200484143061408	0.7682968351733186	0.8826701023440324	0.7668367859027784	1.0332107260828176	0.9730086103755147	1.0908097274673212	0.9262287754762443	1.2592159034223864	0.9351526654246943	0.8559310217118666	1.06355027913353	0.777685979651399	1.1163470705932248	1.124139276274042	0.9142532448305333	0.767385009693787	1.1172435656748947	0.8838526427473526	1.3274828857859051	1.149786680847646	1.2595402568625098	0.9725624030789556	0.9514178059030975	1.081144364788341	1.0847160453365121	1.2195645426972845	1.0318268193696678	1.2497813217135871	1.0247206966270954	0.7939052275708498	1.1246730902094524	1.257876535549629	0.8691287209246792	0.8848024431993571	1.1974804518279512	1.3115078721968674	0.8829993087828415	0.7691805177630169	0.8853481774833909	0.938392288720992	0.8000390936507217	1.068338880588107	0.9345873585424519	0.7784297726393494	1.0388904475704497	1.2368379339117246	0.9160468495783811	1.2707422603155307	1.1476804524300919	0.840287812383006	1.2041777359730703	1.0223212602891447	1.1258662946761389	1.2406121183877632	1.1347375508472823	1.0778857302756704	1.0125522644518856	0.9564895027136925	1.2680135325087516	0.964850461524703	0.8400655373555397	1.0679529595653903	0.8649771715976772	0.9471319835036429	1.2197239223129301	1.0988439162731531	0.7610049864542172	1.1816912097027867	1.1248515232102863	0.7932009530202306	0.8430109319449004	1.2791446538994986	0.8761531925763452	1.0286191719278415	1.0329643604539558	0.7829605528294693	1.2421380358650564	1.0295198640874956	1.1434363194284565	0.7591310457346636	1.1885006975468297	0.9834655865454799	1.2440044494502556	1.1267252006003943	0.7695236259320866	1.273475698502181	1.0968908982560812	1.0860501908183708	1.1860081311939035	1.2431865411193528	1.0180193010898433	0.9922385276576517	0.9817866311542294	0.7898626862327686	1.305163614598905	1.0932337535786998	1.2887567857549291	1.0315376339202824	1.1409510924456994	0.9036506369654522	0.8042594500933745	0.8355434010779315	0.9944700580182396	1.235736676063029	0.8181607753053547	0.9877226534419974	1.0807807645551992	1.0307545956316457	1.2997598878441274	3.348425771798644	4.180003329976091	4.0039929284485165	2.2811596174243047	3.1884034420387675	3.4795032966897064	11.33429480396625	11.34716170205591	3.607427109685272	3.350920268412107	2.288456076215777	0.028369332971168847	1.8311746461119673	1.093726717050718	0.11342180550353834	1.0239735263963832	3.2674499430575867	11.821294048638592	6.503769186490055	1.1831397984231078	0.05452862497583859	0.05291421301700617	-0.0	-0.0	1.5350215167222423	0.29523068542736314	0.2968982046675221	0.18487121390448788	0.0757788316400016	0.36514805806073325	1.177042377980232	2.5944252433080894	0.9221004838645216	1.0796542087007934	0.14826007593479584	0.03872033010860489	0.18845009642739036	5.50434694538545E-4	0.08621556766695712	1.0592682343344935	4.034850536648126	19.510138458491518	20.74973209477668	20.181789876885716	17.786291907805648	20.81084638560461	18.662366096871178	18.905540020033065	19.61409040536572	6.709467667750411	2.269011326478926	11.89180887466993	17.495567025105142	18.010212790968488	17.13813628131466	17.013363538092925	16.36714381858573	14.93672022414626	15.0	15.288511516592859	9.242608820059948	16.699980264071264	14.09353257779888	14.701282696929054	14.083728386953243	4.539000824693098	13.0	3.6611550953721825	0.6152825141119566	0.3862753994905983	0.052482232845271856	1.0055395708720145	1.2585673062819382	0.06526260444616545	0.4176361071018681	2.4630963420918413	2.6944451998628067	2.516383870849934	0.5811049138930374	0.005565538586979888	1.1417633238891334	2.469472571139299E-4	0.4834053527048927	0.05213373227481029	0.385528045617569	0.013765067471601163	9.388198849331934	21.226045606490498	18.374810145689533	21.525571916585687	20.041011327827594	22.536094437956148	20.0	19.134976518001622	17.44225505728699	18.11259711099553	14.963335148964246	19.268395358487307	14.455875123504878	6.7545992686106	0.6013784427330187	-11094.039606727078	-1059.6634733096073	0.0	-274.3157956135793	-535.1994785928235
